EmployeeID,FirstName,LastName,FullName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E000180,Matthew,Miller,Matthew Miller,6/8/2023,3/2/1989,35,Marshallbury,15/03/2024,,M0103,Finance,Better Opportunity,Male,Manager,3
E000977,William,Willis,William Willis,3/2/2023,19/03/1988,36,Masonfurt,1/7/2024,98298,M0020,Engineering,Health Issues,Female,Engineer,5
E000182,Jay,Boyle,Jay Boyle,8/4/2022,22/08/1976,48,East Catherineburgh,11/11/2023,148082,M0109,Sales,Relocation,Male,Analyst,5
E000183,Denise,Vincent,Denise Vincent,13/07/2024,13/05/2001,23,Christymouth,9/3/2025,156600,M0018,Engineering,Terminated,Male,Executive,2
E000184,Vanessa,Rodriguez,Vanessa Rodriguez,4/11/2024,25/08/1972,52,Kathleenburgh,9/4/2025,181144,M0087,HR,Health Issues,Other,Manager,5
E000185,Cassandra,Hays,Cassandra Hays,1/1/2021,14/09/1993,,South Katherineborough,11/3/2023,171116,M0114,Marketing,Health Issues,Male,Executive,2
E000186,Erin,Cervantes,Erin Cervantes,21/01/2024,5/7/1973,51,New Sarah,10/9/2025,98292,,Finance,Health Issues,Female,Consultant,1
E000187,Matthew,Leonard,Matthew Leonard,28/09/2024,29/11/1992,32,Sarahfurt,17/11/2024,147024,M0007,IT,Resigned,Other,Manager,3
E000188,Andrew,Mcclain,Andrew Mcclain,27/01/2021,15/08/1992,32,Simpsonstad,24/09/2022,94958,M0028,Sales,Relocation,Male,Engineer,1
E000189,Bernard,Mcdonald,Bernard Mcdonald,23/02/2022,16/06/1984,40,Williamsonfort,2/10/2023,131582,M0070,Operations,Retired,Female,Executive,1
E000190,James,Martinez,James Martinez,21/04/2024,28/09/2002,22,Port Laurafurt,19/07/2025,167992,M0062,IT,Health Issues,Female,Consultant,3
E000191,Patricia,Adams,Patricia Adams,25/10/2022,9/6/1980,44,West Samuel,15/08/2023,48393,M0011,Finance,Resigned,Other,Executive,3
E000192,Mary,Walker,Mary Walker,28/10/2022,30/08/1998,26,Port Amyland,2/5/2025,134448,M0027,FINANCE,Health Issues,Male,Engineer,1
E000193,Thomas,Scott,Thomas Scott,23/09/2024,29/10/1965,59,New James,30/03/2025,193070,,Engineering,Terminated,Other,Consultant,2
E000194,Barbara,Taylor,Barbara Taylor,10/11/2023,24/11/1974,50,South Audreyberg,14/08/2024,142030,M0102,Operations,Health Issues,Female,Executive,4
E000195,Hector,Ortiz,Hector Ortiz,25/10/2023,1/3/1972,,Lunaland,9/6/2024,,M0094,HR,Terminated,Female,Consultant,2
E000196,Tony,Mitchell,Tony Mitchell,15/08/2022,8/7/1990,34,New Gary,21/05/2024,170731,M0076,IT,Terminated,Other,Analyst,2
E000197,Richard,Klein,Richard Klein,7/9/2021,4/9/1982,42,Johnmouth,22/02/2022,,M0025,IT,Resigned,Female,Executive,5
E000198,Denise,Fisher,Denise Fisher,6/3/2024,25/07/1994,,East Donnaborough,23/03/2024,56816,M0095,Operations,Relocation,Other,Engineer,4
E004037,Michael,Walker,Michael Walker,16/12/2023,28/11/1992,32,South Matthewton,16/10/2024,69047,M0076,Operations,Relocation,Female,Executive,2
E000200,Brian,Ruiz,Brian Ruiz,24/02/2024,11/10/1967,57,Princestad,16/07/2024,,M0086,Operations,Health Issues,Female,Executive,1
E000201,Richard,Hall,Richard Hall,7/5/2024,12/6/1986,38,Lake Maria,10/1/2025,52244,M0080,Marketing,Resigned,Female,Manager,5
E002860,Paula,Williams,Paula Williams,4/6/2024,4/7/1971,53,Stephenview,13/05/2025,66046,M0011,HR,Health Issues,Female,Analyst,5
E000203,Joshua,Velez,Joshua Velez,7/7/2021,21/12/2003,21,South Jessica,31/12/2023,32219,M0036,Operations,Health Issues,Female,Executive,1
E000204,Carol,Lewis,Carol Lewis,27/10/2024,30/12/1990,34,Warefort,3/11/2025,73976,M0092,IT,Retired,Male,Consultant,5
E000205,Stephanie,Nguyen,Stephanie Nguyen,15/05/2022,1/5/1994,30,New Angelaborough,1/6/2024,65314,M0011,Sales,Resigned,Other,Analyst,2
E000206,Alexis,Strong,Alexis Strong,28/01/2022,29/01/1999,25,Russellland,16/03/2024,149340,M0052,Sales,Health Issues,Other,Manager,1
E000207,Benjamin,Holt,Benjamin Holt,11/11/2021,30/05/1996,28,Smithbury,24/11/2023,97537,M0068,Sales,Terminated,Male,Consultant,5
E000208,Wendy,Hall,Wendy Hall,17/11/2022,18/12/1981,43,Danberg,10/8/2023,81431,M0041,Marketing,Retired,Male,Manager,1
E000209,Eric,Evans,Eric Evans,26/04/2022,10/12/1993,,Lake Seanbury,26/01/2023,160275,M0028,FINANCE,Retired,Other,Executive,2
E000210,Virginia,Mitchell,Virginia Mitchell,26/10/2022,6/10/1976,48,East Brianbury,26/12/2023,197241,M0027,Marketing,Relocation,Male,Analyst,4
E000211,Thomas,Price,Thomas Price,24/03/2021,18/11/1981,43,Lake Samuelside,17/10/2023,47870,M0077,Engineering,Terminated,Male,Analyst,2
E000212,James,Shaw,James Shaw,17/11/2021,13/03/1989,35,South Christophershire,9/10/2025,126810,M0108,HR,Terminated,Other,Consultant,5
E000213,Dwayne,Walker,Dwayne Walker,16/06/2024,12/9/1968,56,Lake Johntown,3/11/2024,111586,M0003,HR,Resigned,Other,Consultant,4
E000214,Donald,Stanley,Donald Stanley,7/12/2022,23/02/1970,54,Colemanmouth,2/4/2023,157915,M0100,Engineering,Health Issues,Other,Consultant,1
E000215,Brandon,Fitzgerald,Brandon Fitzgerald,25/12/2024,11/8/1978,46,Port Carlos,11/1/2025,60935,M0095,IT,Retired,Male,Analyst,2
E000216,Robert,Smith,Robert Smith,18/11/2024,21/09/1966,58,Robertton,15/05/2025,101301,M0103,Operations,Better Opportunity,Male,Consultant,3
E000217,Lawrence,Branch,Lawrence Branch,4/7/2023,20/04/1997,27,East Richardfort,2/8/2024,45262,M0070,IT,Retired,Other,Manager,3
E000218,Eric,Larson,Eric Larson,22/12/2023,14/11/1973,,Evanberg,18/05/2025,,M0101,HR,Retired,Male,Executive,2
E000219,Michael,Johnson,Michael Johnson,6/3/2023,7/8/1991,33,Port William,4/5/2024,74499,M0056,IT,Retired,Male,Executive,5
E000220,Thomas,Stevens,Thomas Stevens,11/11/2023,15/01/1986,38,Leonchester,29/10/2024,49430,M0092,Finance,Health Issues,Female,Executive,4
E000221,Philip,Cook,Philip Cook,1/1/2021,18/03/1980,44,Sarahville,18/04/2022,55357,M0032,IT,Health Issues,Other,Consultant,5
E000222,Samantha,Lynch,Samantha Lynch,25/04/2023,15/07/1991,33,Martinmouth,5/8/2025,78913,M0101,IT,Resigned,Other,Analyst,4
E000223,Nancy,Sanchez,Nancy Sanchez,17/10/2022,28/10/2002,22,Baldwinfurt,10/6/2023,53015,M0001,,Better Opportunity,Other,Manager,1
E000224,Daniel,Nguyen,Daniel Nguyen,16/01/2024,17/04/1973,51,West Daniel,24/03/2024,170736,M0039,IT,Relocation,Male,Engineer,5
E000225,Derek,Sparks,Derek Sparks,27/03/2023,19/02/1987,37,West Denise,7/5/2023,50190,M0044,IT,Health Issues,Female,Executive,1
E000226,Caroline,Gonzalez,Caroline Gonzalez,16/11/2021,6/4/1968,56,Lake Michelleville,10/3/2024,148593,M0020,Operations,Resigned,Male,Engineer,4
E000227,Wanda,Melton,Wanda Melton,22/04/2023,6/5/1980,44,Tanyaberg,3/12/2023,116000,M0081,OPERATIONS,Retired,Female,Consultant,4
E000228,Dwayne,Lewis,Dwayne Lewis,11/1/2024,22/03/1987,37,Markchester,7/2/2025,123486,M0041,HR,Better Opportunity,Other,Executive,3
E000229,Jeremy,Valenzuela,Jeremy Valenzuela,20/07/2024,24/05/1981,43,Ricefort,27/05/2025,128608,M0036,IT,Health Issues,Other,Engineer,1
E000230,Amber,Smith,Amber Smith,27/11/2023,18/02/1994,30,Port Jennifertown,5/7/2024,79589,M0051,Finance,Better Opportunity,Female,Executive,1
E000231,Joe,Bryan,Joe Bryan,26/08/2024,14/06/1972,52,South Danielleborough,25/11/2024,94756,M0007,Engineering,Resigned,Female,Engineer,2
E000232,Michael,Reed,Michael Reed,30/05/2024,14/08/1969,55,Schwartzberg,4/9/2024,95002,M0067,Finance,Resigned,Other,Consultant,3
E000233,James,Ross,James Ross,20/11/2023,7/9/1983,41,Forbesshire,16/05/2025,44888,M0091,Operations,Terminated,Male,Engineer,4
E000234,Sherri,Johnson,Sherri Johnson,4/12/2021,2/1/1969,56,Tonyton,27/09/2023,36931,M0088,,Better Opportunity,Male,Consultant,2
E000235,Megan,Rice,Megan Rice,13/01/2022,10/6/1969,55,Cervantesstad,25/06/2022,30870,M0071,Sales,Terminated,Female,Analyst,1
E000236,David,Gutierrez,David Gutierrez,23/11/2023,18/10/1996,28,Bondchester,17/01/2025,74841,M0111,Finance,Resigned,Male,Executive,4
E000237,Cameron,Dickerson,Cameron Dickerson,27/01/2024,23/05/1990,34,North Erikaburgh,15/09/2025,125998,M0031,IT,Terminated,Female,Executive,4
E000238,Christopher,Reed,Christopher Reed,6/4/2022,7/11/2002,22,North Amberhaven,27/08/2024,198950,M0008,Operations,Terminated,Other,Consultant,4
E000239,Phillip,Sanchez,Phillip Sanchez,23/04/2023,5/11/1978,46,South Fernando,4/9/2023,172956,M0091,Marketing,Resigned,Female,Manager,4
E000240,Collin,Fox,Collin Fox,9/12/2024,31/03/1997,,Lake Angelicaview,22/07/2025,72456,M0004,HR,Health Issues,Other,Analyst,5
E000241,Katherine,Fox,Katherine Fox,28/08/2023,27/01/1993,31,Port Ritafort,18/04/2024,109139,M0024,Engineering,Resigned,Other,Engineer,3
E000242,David,Turner,David Turner,4/1/2021,29/10/1990,34,East Nicoletown,22/11/2022,42858,M0099,Marketing,Terminated,Female,Engineer,1
E005094,Sarah,Smith,Sarah Smith,25/04/2022,14/05/1967,57,Diazville,2/10/2023,103829,M0098,Marketing,Terminated,Female,Consultant,4
E000244,Keith,Howell,Keith Howell,16/05/2023,13/02/1969,55,Johnton,20/05/2024,128000,M0057,HR,Relocation,Male,Manager,4
E000245,Dakota,Jones,Dakota Jones,19/09/2021,19/07/1965,59,East Bobbyborough,11/9/2022,149703,M0021,HR,Retired,Other,Manager,2
E000246,Lance,Evans,Lance Evans,21/11/2023,23/12/1977,47,Rileyport,13/02/2025,167733,M0059,Operations,Resigned,Other,Analyst,4
E000247,Kathryn,Nelson,Kathryn Nelson,29/10/2023,27/09/1994,30,East Amandashire,28/08/2025,40000,M0043,Operations,Resigned,Male,Analyst,3
E000248,Manuel,Johnson,Manuel Johnson,21/07/2021,7/5/2002,22,Taylorchester,1/4/2022,117046,M0067,Finance,Retired,Female,Engineer,4
E000249,Juan,Gibson,Juan Gibson,4/8/2024,18/11/1967,57,North Charles,14/11/2025,178678,M0013,Operations,Health Issues,Male,Manager,5
E000250,Tony,Leach,Tony Leach,22/01/2022,27/07/1989,35,South Andrewhaven,26/11/2023,190340,M0061,IT,Retired,Female,Executive,4
E000251,Lee,Taylor,Lee Taylor,14/07/2023,21/08/1990,34,East Andrea,29/08/2025,65817,M0053,Finance,Better Opportunity,Male,Manager,1
E000252,April,Morris,April Morris,11/10/2023,18/02/1998,26,West Elizabeth,31/07/2024,172237,M0058,HR,Retired,Male,Executive,1
E000253,Xavier,Turner,Xavier Turner,3/2/2024,6/4/1996,28,New Shawnport,5/6/2024,156791,M0079,IT,Terminated,Other,Consultant,3
E001502,Tyler,Foster,Tyler Foster,2/8/2023,15/11/1997,27,New Grantland,3/6/2024,83012,,,Resigned,Female,Engineer,2
E000255,Laurie,Kelly,Laurie Kelly,11/6/2023,27/03/1992,32,Angelatown,14/10/2024,70852,M0110,Marketing,Health Issues,Male,Consultant,2
E000256,Shirley,Graham,Shirley Graham,8/11/2024,29/05/1975,49,Tamaraport,25/08/2025,,M0096,Finance,Health Issues,Other,Engineer,1
E000257,Jillian,Garner,Jillian Garner,25/02/2023,24/04/1980,44,Kirkside,6/2/2025,102176,M0106,Sales,Retired,Female,Analyst,5
E000258,Richard,Scott,Richard Scott,15/05/2021,3/8/1980,44,Stevenburgh,29/07/2024,86775,M0107,FINANCE,Relocation,Other,Engineer,2
E000259,Stephen,Sanchez,Stephen Sanchez,27/03/2021,13/08/1969,55,West Sandrastad,8/7/2024,57935,M0108,Marketing,Retired,Other,Engineer,1
E000260,Sheila,Moreno,Sheila Moreno,4/5/2024,6/9/1998,26,Ayalatown,8/10/2025,40405,M0116,Engineering,Retired,Female,Consultant,2
E000261,Eric,Morris,Eric Morris,23/02/2023,20/09/1971,53,Lake Ronald,13/06/2023,145767,M0007,Marketing,Relocation,Female,Manager,4
E000262,Edward,Richardson,Edward Richardson,14/08/2021,24/01/1996,28,North Jenniferland,22/11/2021,195141,M0018,Marketing,Terminated,Other,Engineer,4
E000263,Cody,Rogers,Cody Rogers,11/6/2023,6/11/1965,,Port Lindsay,31/08/2024,191724,M0060,Engineering,Better Opportunity,Male,Manager,3
E000264,Jennifer,Gray,Jennifer Gray,6/5/2022,18/01/1971,53,Wrightport,9/5/2023,118645,M0002,Operations,Better Opportunity,Male,Consultant,4
E000265,Michael,Hodges,Michael Hodges,26/11/2022,10/7/1980,44,North Robert,15/07/2024,58600,M0024,IT,Better Opportunity,Male,Consultant,4
E000266,Gary,Young,Gary Young,23/07/2022,29/08/1993,31,South Dianechester,25/05/2023,116167,M0056,HR,Relocation,Male,Consultant,1
E000267,Maria,Miller,Maria Miller,18/06/2022,7/8/1999,25,Wilsonchester,19/10/2024,56202,M0055,Finance,Retired,Female,Engineer,2
E000268,Philip,Castro,Philip Castro,13/07/2024,31/12/1977,47,New Danielle,5/12/2024,129000,M0051,Operations,Health Issues,Male,Engineer,5
E000269,Christine,Moore,Christine Moore,5/9/2023,25/04/1973,,Alecport,10/8/2024,68771,M0118,Finance,Health Issues,Male,Executive,2
E000270,Karen,Carr,Karen Carr,17/11/2024,5/12/1973,51,Freemanbury,21/08/2025,171073,M0120,Operations,Retired,Other,Analyst,3
E000271,Michael,Shaffer,Michael Shaffer,13/01/2021,21/04/1977,47,Bullockborough,20/06/2022,186126,M0017,Engineering,Retired,Other,Analyst,3
E000272,Stephanie,Ruiz,Stephanie Ruiz,3/8/2023,14/05/1998,26,West John,11/8/2024,96000,M0004,Operations,Relocation,Female,Engineer,2
E000273,Thomas,Molina,Thomas Molina,23/09/2024,22/11/1980,44,South Melissa,12/7/2025,44875,,Engineering,Health Issues,Female,Manager,4
E000274,Tyler,Roberts,Tyler Roberts,24/03/2024,24/10/1999,,Wrightton,13/04/2024,179341,M0066,Finance,Relocation,Male,Executive,3
E000275,Jenny,Good,Jenny Good,25/09/2022,2/9/1997,27,New Judith,29/07/2023,195896,M0044,marketing,Health Issues,Female,Manager,3
E000276,Stephanie,Kelly,Stephanie Kelly,2/9/2024,18/09/1970,54,Wheelerland,9/1/2025,133803,M0090,Operations,Better Opportunity,Other,Executive,5
E000277,James,Webster,James Webster,31/03/2023,29/08/1997,,Port Patriciachester,21/04/2024,79277,M0037,Operations,Relocation,Female,Engineer,5
E000278,Lawrence,Johnson,Lawrence Johnson,20/12/2023,2/3/2003,21,East Andrea,28/07/2024,45530,M0109,Marketing,Retired,Other,Executive,2
E000279,Linda,Ho,Linda Ho,30/01/2024,6/11/1990,34,Kathrynshire,5/9/2024,108438,M0039,Operations,Relocation,Male,Consultant,2
E002333,Patricia,Jones,Patricia Jones,28/04/2021,17/07/1995,29,East Stacey,30/12/2021,52226,M0111,Finance,Relocation,Male,Analyst,3
E000281,Anthony,Robbins,Anthony Robbins,1/12/2022,10/12/1991,33,Nataliefort,31/05/2023,35907,M0016,HR,Retired,Other,Engineer,1
E000282,Travis,King,Travis King,13/06/2022,7/11/1987,,South Anthonyton,13/11/2023,163793,M0072,Sales,Resigned,Male,Executive,4
E004669,Erika,Sanders,Erika Sanders,29/11/2021,19/10/1979,45,Mariaport,21/09/2023,46897,M0035,Sales,Terminated,Female,Engineer,3
E000284,Stephanie,Welch,Stephanie Welch,14/08/2024,16/01/1992,32,Greenport,7/7/2025,46226,M0009,Operations,Better Opportunity,Other,Manager,5
E000285,Jose,Baker,Jose Baker,3/11/2022,16/07/1992,32,Rodriguezstad,9/2/2024,93463,M0100,Finance,Retired,Other,Manager,5
E000286,Cindy,Moore,Cindy Moore,2/6/2022,20/02/1998,26,North Jill,4/9/2025,65195,M0087,Sales,Retired,Female,Manager,1
E000287,Logan,Alvarado,Logan Alvarado,27/03/2024,12/5/1996,28,Justinhaven,13/05/2024,61572,M0030,Operations,Health Issues,Male,Analyst,5
E000288,Brianna,Ramos,Brianna Ramos,16/01/2021,11/10/1996,28,South Evanside,8/6/2024,157464,M0082,Engineering,Terminated,Female,Analyst,2
E000289,Elizabeth,Williams,Elizabeth Williams,21/03/2023,11/1/1987,38,Courtneyburgh,25/07/2025,175428,M0060,Engineering,Health Issues,Female,Consultant,5
E000290,Erin,Jackson,Erin Jackson,16/01/2022,23/05/1979,45,North Janice,26/08/2025,137000,M0053,Operations,Better Opportunity,Male,Consultant,4
E000291,Kayla,Martin,Kayla Martin,24/11/2023,5/11/1981,43,Kaitlynhaven,9/3/2024,52056,M0062,Sales,Relocation,Female,Engineer,5
E000292,Janice,Frazier,Janice Frazier,21/01/2024,30/06/1996,,North Andre,6/6/2025,107408,M0108,,Resigned,Other,Executive,1
E000293,Adam,Anderson,Adam Anderson,3/6/2024,27/02/1988,36,New Gregory,11/11/2025,129819,M0065,Sales,Health Issues,Male,Engineer,3
E000294,Anthony,Becker,Anthony Becker,5/2/2021,14/06/1982,42,Hutchinsonborough,30/03/2025,39428,M0055,Finance,Relocation,Female,Manager,2
E000295,Harold,Rice,Harold Rice,29/05/2024,15/01/1987,37,Timothyburgh,8/8/2025,115845,M0070,Operations,Relocation,Male,Manager,3
E000296,Timothy,Hudson,Timothy Hudson,26/11/2024,8/2/1972,52,Lindamouth,5/4/2025,147069,M0013,Operations,Terminated,Female,Manager,1
E000297,James,Davis,James Davis,3/1/2021,15/11/1967,57,South Monica,14/02/2022,133631,M0072,HR,Relocation,Female,Manager,1
E000298,Melanie,Curry,Melanie Curry,31/07/2021,1/6/1973,,Gravesshire,21/09/2024,168864,M0052,IT,Retired,Female,Consultant,2
E000299,Abigail,Collins,Abigail Collins,26/04/2024,8/8/2001,23,Cynthiaside,24/09/2025,168645,M0023,Marketing,Better Opportunity,Female,Manager,2
E000300,Shirley,Cortez,Shirley Cortez,25/10/2021,14/07/1972,52,West Jameschester,17/04/2023,167648,M0037,IT,Terminated,Female,Manager,2
E000301,Steven,Murphy,Steven Murphy,15/01/2024,16/04/1978,46,Matthewfort,18/01/2025,30943,M0081,Sales,Health Issues,Female,Manager,4
E000302,David,Oneill,David Oneill,4/6/2024,26/12/1965,59,Port Noahside,16/05/2025,54627,M0031,Operations,Better Opportunity,Male,Executive,2
E000303,Derrick,King,Derrick King,1/2/2021,15/10/1985,39,Huynhville,23/07/2023,33523,M0086,,Relocation,Female,Executive,2
E000304,Amy,Ramirez,Amy Ramirez,25/07/2023,23/07/1966,58,North Katherineland,30/01/2025,117523,M0077,Sales,Relocation,Other,Consultant,1
E000305,Gerald,Rogers,Gerald Rogers,6/9/2022,1/5/1991,33,Sherristad,23/02/2025,180685,M0032,FINANCE,Relocation,Female,Analyst,1
E000306,Jason,Wagner,Jason Wagner,8/2/2021,13/01/1998,26,Lake Elizabethmouth,5/3/2022,89735,M0098,IT,Health Issues,Other,Manager,2
E000307,Robert,Davis,Robert Davis,23/06/2024,7/6/1989,35,South Jeremiah,23/07/2025,80378,M0067,Finance,Better Opportunity,Male,Engineer,1
E000308,Jessica,Porter,Jessica Porter,19/02/2024,7/2/1969,55,Port Heatherborough,25/01/2025,32542,M0056,Sales,Relocation,Female,Manager,5
E000309,Candice,Ortiz,Candice Ortiz,23/02/2022,5/12/1999,25,Ramirezborough,10/6/2025,106658,M0024,Finance,Retired,Other,Executive,3
E000310,Jessica,Shepherd,Jessica Shepherd,24/10/2023,23/11/1997,27,Kimberlymouth,3/9/2025,181020,M0029,engineering,Resigned,Female,Consultant,2
E000311,Lisa,Garcia,Lisa Garcia,24/07/2024,20/01/1982,42,Williamsshire,24/07/2024,148357,M0017,Finance,Terminated,Other,Engineer,3
E000312,Bradley,Berger,Bradley Berger,29/05/2024,10/12/1968,56,North Gregory,2/5/2025,176719,M0009,IT,Resigned,Female,Analyst,3
E000313,Ian,Evans,Ian Evans,2/7/2023,25/02/1970,54,South Danielland,17/05/2025,83905,M0079,Sales,Terminated,Male,Engineer,3
E000314,Jennifer,Martin,Jennifer Martin,26/08/2022,4/11/1977,47,East Bradleyberg,13/05/2024,199440,M0092,Sales,Retired,Female,Analyst,5
E000315,Evan,Ellis,Evan Ellis,9/9/2021,23/09/1980,44,Lisamouth,5/3/2024,132340,M0038,Sales,Terminated,Female,Engineer,4
E000316,John,Long,John Long,14/04/2023,8/2/1986,38,Lake Cynthiafort,13/07/2024,115129,M0107,Engineering,Better Opportunity,Female,Consultant,4
E000317,Charles,Mann,Charles Mann,8/4/2021,24/03/1999,25,North Dylanside,13/04/2022,133000,M0097,Marketing,Resigned,Other,Engineer,2
E000318,Alexandra,Elliott,Alexandra Elliott,19/12/2024,26/01/2002,22,North Brendaborough,12/5/2025,98183,M0014,HR,Relocation,Other,Executive,1
E000319,Nicholas,Oconnell,Nicholas Oconnell,9/4/2021,27/07/1998,26,New Jeffrey,8/3/2023,181358,M0112,Finance,Relocation,Other,Executive,3
E001163,Christie,Jones,Christie Jones,9/9/2024,11/9/2000,24,Port Mariaside,14/10/2025,42289,M0077,Engineering,Retired,Female,Executive,1
E000321,Vernon,Garcia,Vernon Garcia,15/06/2022,6/8/1981,43,Tinashire,2/9/2025,33179,M0119,Engineering,Relocation,Male,Manager,5
E000322,Lisa,Scott,Lisa Scott,9/6/2022,14/03/1980,44,West Michelle,4/6/2023,123036,M0106,Operations,Relocation,Female,Manager,4
E000323,Darryl,Woods,Darryl Woods,25/06/2023,12/8/1969,55,Port Thomas,12/12/2024,,M0073,Sales,Health Issues,Male,Engineer,5
E000324,Jonathan,Li,Jonathan Li,17/02/2021,15/07/1992,32,Port Roseburgh,16/08/2024,194194,M0019,Marketing,Resigned,Female,Manager,2
E000325,Laura,Hill,Laura Hill,19/01/2023,22/05/1975,49,South Devinview,4/5/2024,174192,M0073,Sales,Better Opportunity,Male,Consultant,4
E000326,Chad,Fischer,Chad Fischer,20/04/2022,2/11/2003,21,New Lisa,7/4/2025,48549,M0052,Sales,Relocation,Female,Executive,2
E000327,Kevin,Bond,Kevin Bond,13/12/2024,29/04/1994,30,Johnsonfurt,27/10/2025,123316,M0109,Finance,Terminated,Male,Executive,2
E000328,Christopher,Taylor,Christopher Taylor,23/07/2021,1/12/1997,27,New Joshualand,17/10/2021,119988,M0064,Operations,Relocation,Male,Manager,2
E000329,Jessica,Lopez,Jessica Lopez,26/12/2021,15/08/1970,54,Barrychester,5/2/2025,112277,M0109,Finance,Resigned,Male,Consultant,2
E000330,Cathy,Bullock,Cathy Bullock,10/12/2023,10/10/1970,54,Schmidtmouth,25/01/2025,77552,M0038,Engineering,Terminated,Male,Manager,4
E000331,Annette,Warner,Annette Warner,10/6/2021,15/01/1970,55,Turnermouth,22/01/2024,171635,M0103,Operations,Retired,Male,Manager,5
E000332,Erica,Ellis,Erica Ellis,27/10/2021,28/02/1998,26,Simmonsport,30/12/2024,,M0021,HR,Terminated,Female,Analyst,2
E000333,Dustin,Norris,Dustin Norris,22/06/2021,26/02/1989,35,New Monica,8/3/2023,153682,M0090,Marketing,Health Issues,Other,Analyst,1
E000334,Amanda,Mcfarland,Amanda Mcfarland,7/12/2021,11/5/1969,55,North Donaldshire,27/07/2022,61221,M0101,HR,Relocation,Male,Executive,1
E000335,Kristin,Harris,Kristin Harris,17/07/2023,11/4/1984,,Danielmouth,22/11/2024,93430,M0079,Sales,Terminated,Other,Executive,3
E000336,David,Bolton,David Bolton,22/09/2024,1/5/1998,26,South Chloehaven,10/6/2025,195860,M0119,HR,Retired,Male,Consultant,4
E003273,Donald,Gonzalez,Donald Gonzalez,18/10/2023,6/8/2000,24,Bensonfort,2/3/2025,46309,M0109,OPERATIONS,Retired,Female,Analyst,2
E000338,Diane,Garcia,Diane Garcia,8/5/2021,21/06/1988,36,South James,23/12/2024,63884,M0104,Operations,Better Opportunity,Male,Consultant,5
